video_id,title,description,channel,published_at,duration,views,likes,comments,channel_id,category_id,language
xvjRajEh1-k,Maman d'Amixem? Le Twist Fou qui Va Buzzzer! #shorts #squeezie #clips #humour #misterv,Découvrez le secret que la mère d'Amixem a révélé ! Personne ne s'attendait à ça. Une surprise incroyable attend les spectateurs. 😱 #Amixem #secret #révélation #surprise #incroyable,ILW,2025-10-03T12:41:01Z,PT1M11S,1606,48,0,UCLZ5TSOjCVqI3xh99Fhih2A,10,fr
lio84E1kG60,« Si nous rassemblons tous les angles » 😂 #amixem #gurky #blague #canada #fourire #pythagore,,Black Shaddy Officiel,2025-03-26T18:11:54Z,PT59S,2588180,104953,139,UCKYrIRDJsl_3A-mv1rGtfGg,19,fr
CFzrimBoLF8,Kangourou Vs Rémi Gaillard,Un kangourou attaque Rémi Gaillard pour violation de copyright,Anymal,2025-05-07T20:26:09Z,PT16S,13673,78,0,UCCTBUevtjdvciHAQnRLngtw,15,fr
-Q6BOl2_dys,On danse la K‑pop 🕺,#kpop #musique #sodapop #kpopdance,Mcfly et Carlito,2026-01-06T17:33:01Z,PT31S,228532,8593,99,UCDPK_MTu3uTUFJXRVcTJcEw,24,fr
CzD7U7d2_rc,Sammy jandel et la french tacos vont en boîte mais ça se pass pas bien #roblox,,(FAN)Furious Jumper,2026-01-22T10:50:27Z,PT36S,6394,95,5,UC8u79xeuXH5vkC_iy8j4GyA,22,fr
93-Txc7B2XA,Pierre et Sylvain le retour ? #mcfly #Carlito #drole  #villebrequin #sylvainlyve #pierrechabrier,,Best Of Youtube Fr ,2025-05-02T13:57:13Z,PT30S,143,1,0,UCpr9Mb1eA-1hyr34fqqeByA,22,fr
AzkXGtDcMT0,"ON TESTE 29 FRUITS BIZARRES (ft. Amixem, Thomas Deseur)","Merci à @garnierfr ! Pour retrouver le Sérum Eclat Anti-Taches Vitamine C+, c’est par ici : https://bit.ly/4rvPvWf 
#garnierskincare

Collaboration commerciale

Merci à Anthony de nous avoir fait découvrir tout ça, le goat des fruits ! @croissyfruits / croissy-fruits.fr
Immense merci à @Amixem, @ThomasDeseur

Producteur
Joyca

Directeur Artistique
Kuzan

Monteur
Larsen

Directrice de Production
Cindy LEVY

Chargée de Production
Clara MONERA

DOP/OPV
Kuzan

MUA
L.S Make up

Cheffe Déco
Sabrina JILL FORTE @sandjillstudio

Assistants déco
Zoé RICHARD DELMAS @zo_rd_
Dylan MANQUAT @mankadylan_
Eloise MONSIEUR @esiooleee



©432 HZ / Joyca, Décembre 2025",JOYCA,2025-12-07T12:01:01Z,PT1H5M51S,4689568,219652,4347,UCow2IGnug1l3Xazkrc5jM_Q,24,fr
8QLk0QgooZ4,LE CERF EST BLESSÉ dans 99 Nuits dans la Forêt 🔦,"LE CERF EST BLESSÉ dans 99 Nuits dans la Forêt 🔦

❗️ Réseaux : 
📸 Instagram : https://www.instagram.com/furiousjumperofficiel/
✨ TikTok : https://www.tiktok.com/@furiousjumperofficiel
🐦 Twitter : https://twitter.com/FuriousJumper

🎧 Discord :  https://discord.gg/nJqMQ6JmQt
👕 Boutique de vêtements : https://furiousjumpershop.com
📧 Mail Pro (Uniquement pro) : contact@furious.yt",Furious Jumper,2025-11-15T19:12:02Z,PT55M14S,182339,3771,307,UCLMKLU-ZuDQIsbjMvR3bbog,20,fr
NTdPNE0s17A,Combien de temps pour visiter la villa la plus chère d'Espagne ? 🇪🇸,#amixem  #humour #shorts,Amixem,2025-08-12T15:55:00Z,PT2M27S,155107,8224,76,UCgvqvBoSHB1ctlyyhoHrGwQ,23,fr
NwOe5Uh95Dw,ÉCHAPPE-TOI DE LA MAISON DE MAMIE BARRA !! | Roblox BARRA'S GRANNY HOUSE SCARY OBBY,"ÉVASION DE LA MAISON DE LA GRAND-MÈRE DE BARRA !! | Roblox BARRA'S GRANNY HOUSE SCARY OBBY
LA MAISON DE LA GRAND-MÈRE DE BARRA (OBBY EFFRAYANT)
BARRAS GRANNY HOUSE SCARY OBBY
ÉCHAPPE-TOI DE LA MAISON DE MAMIE BARRA !! | Roblox BARRA'S GRANNY HOUSE SCARY OBBY
LA MAISON DE MAMIE BARRA EST TROP FLIPPANTE !! 😨🔥 (Roblox)
MAMIE BARRA VEUT M’ATTRAPER !! 😱 Roblox Obby
▶️ Le Jeu : https://www.roblox.com/fr/games/124971001249631/BARRAS-GRANNY-HOUSE-SCARY-OBBY
✅Code : FURIOUS sur Roblox ! 
🎁Abonne-toi à ma chaine Secondaire ► https://www.youtube.com/c/FuFuJumper

Chaîne de Clem : https://www.youtube.com/channel/UCaETNSWkInzoOQGu73jSUvg

📸 Mon Insta : https://www.instagram.com/furiousjumperofficiel/
🎵 Mon TikTok : https://www.tiktok.com/@furiousjumperofficiel
💙 Mon Twitter : https://twitter.com/FuriousJumper
👾 Mon Discord :  https://discord.gg/nJqMQ6JmQt
👕 Ma Boutique de vêtements : https://furiousjumpershop.com

📧 Adresse mail pro : contact@furious.yt
#furiousjumper #obby #roblox",Furious Jumper,2025-09-26T16:13:01Z,PT16M3S,89371,1382,97,UCLMKLU-ZuDQIsbjMvR3bbog,20,fr
WYpV79icTpI,DJILSI INSPIRÉ PAR AMIXEM ? #shorts #amixem #foryou #viral #viralvideo #fyp #pourtoi,,LA CHAINE DE GTA,2025-09-17T16:01:05Z,PT28S,4154,101,0,UCKgOlZ_ll9mCaYhYb_gdaZw,20,fr
Y6rjrohgu7o,Tu Peux Pas Me Voir… J’ai Utilisé le CAMOUFLAGE EXTRÊME dans Cache-Cache Sniper !!,"[🔥Nouvelle carte🔥]Trouve les Noobs
Find The Noobs
▶️ Le Jeu : https://www.roblox.com/fr/games/80079791594620/Find-The-Noobs
✅Code : FURIOUS sur Roblox ! 
🎁Abonne-toi à ma chaine Secondaire ► https://www.youtube.com/c/FuFuJumper

Chaîne de Clem : https://www.youtube.com/channel/UCaETNSWkInzoOQGu73jSUvg

📸 Mon Insta : https://www.instagram.com/furiousjumperofficiel/
🎵 Mon TikTok : https://www.tiktok.com/@furiousjumperofficiel
💙 Mon Twitter : https://twitter.com/FuriousJumper
👾 Mon Discord :  https://discord.gg/nJqMQ6JmQt
👕 Ma Boutique de vêtements : https://furiousjumpershop.com

📧 Adresse mail pro : contact@furious.yt
#furiousjumper #hideandseek #noob",Furious Jumper,2026-01-15T17:25:00Z,PT22M19S,71986,1655,115,UCLMKLU-ZuDQIsbjMvR3bbog,20,fr
xeW3Xx_6V_M,PICTIONNAGRUE FEAT NICO ET BYILHANN (Mcfly a vite regretté son idée),"Ils l’ont fait : - 15% supplémentaires avec le code REVOLUT sur les promos allant déjà jusqu’à -50% ici https://url.rhinoshield.fr/McflyetCarlito-BF25  - Collaboration commerciale

Voilà ce qu’il y a comme idées dans le cerveau de Mcfly en ce moment !
Certains ont surmonté leur peur pendant que d’autres faisaient les chipies.

Byilhan tu sais pas dessiner une guitare…

@byilhan  et @nicotine84  les boss

Directeur technique - Jeffrey Stockman
OPV - Cyriac Labergère, Max Gozy, Mathis Chicaut et Elyon
Droniste - Kevin Calvez - Wake point Charlie
Assistant vidéo - Mehidi Dabouz
Chef OPS - Martin Bonami
Régisseur général - Hamdi Majdoub
Régisseur adjoint - Axel Dartenel
Equipe déco - Sylvain Denis, Baptiste Hamelin, Jade Kerviche et Ninon Lippens / Triple D

Yoann et Thomas de l’association “Une idée en l’air”
Fabien Pigeon, agriculteur et maire de Chauffour-les-Étrechy 
Anthony Lebourg, le grutier

Montage - Florian Hautekiet
Assistant montage - Jérôme Fillette
Miniature - Oncle Sid

Productrice exécutive - Clara Lesage 
Directrice de production - Blanche Martin
Chargée de production - Romane Bioret
Stagiaire de production - Jeanne De Pennart
Administratrice de production - Sterenn Hall

Unfold Production

Agent Mcfly et Carlito - Camille Blondeau
Assistante Fatbros 2.0 - Chloé Wolf

Remerciements :
Loïc Arnaud, Terrem

Rejoignez notre discord officiel : https://discord.gg/mcflyetcarlito

INSTAGRAM
★ https://www.instagram.com/rafcarlito
★ https://www.instagram.com/levraimcfly
★ https://www.instagram.com/mcflyetcarlitouniverse

TIKTOK
https://www.tiktok.com/@mcflyetcarlito?lang=fr
https://www.tiktok.com/@davidtiktokmusic?lang=fr

TWITCH 
https://twitch.tv/rafcarlito



** Règles de l’espace commentaires :
- Écrire dans un français correct (surtout pour Carlito ça)
- Écrivez de façon respectueuse 
- Pas de pubs, de spams du genre « me manque un abonné pour devenir stylé » ou encore « 3500 vues sans passer par Youvues, bravo ! »

CHAPITRAGE

00:00 Intro
13:31 début du concept
17:16 manche 1
27:49 manche 2
35:06 manche 3 
42:34 conclusion",Mcfly et Carlito,2025-11-23T10:00:17Z,PT45M54S,2216500,125796,1496,UCDPK_MTu3uTUFJXRVcTJcEw,24,fr
ihYlyQFDM88,Les PIRES guerres entre voisins #2 (ils n'ont aucune limite),"On regarde des vidéos de voisins que vous voulez pas avoir. Collaboration commerciale. Téléchargez REVOLUT gratuitement avec ce lien  👉 https://get.revolut.com/z4lF/amixem28
Vous pourrez obtenir 20 € et participer au tirage au sort pour gagner 5 000 €
Voir conditions générales.

Ma boutique SPACEFOX.shop ! : https://bit.ly/spcfx-shop
SUIS MOI ICI C'EST BIEN AUSSI : 
→ INSTAGRAM : http://bit.ly/amixeminsta
→ TIKTOK : https://bit.ly/AmixemTikTok
→ TWITTER :  http://bit.ly/AmixemTwitter
→ TWITCH AMIXEM :  http://bit.ly/AmixemTwitch
→ SNAPCHAT : amixemsnap

Responsable de production : Mathilde Retailleau
Chargée de production : Sidonie Trentesaux
Assistants de production : Ornella Secondi, Baptiste Leray

Chef opérateur : Théo Sauvion
Techniciens vidéo : Loann Le Guyader, Léo Prelaud

Responsable de post-production : Lucie Pineau
Monteuse : Morgane Valat
Monteur sponso : Aloïs Mathey

Miniaturiste : Sandflake",Amixem,2025-08-31T15:25:00Z,PT21M30S,2772920,154617,1674,UCgvqvBoSHB1ctlyyhoHrGwQ,23,fr
7UCq9tsMx4o,Son visage est un meme,,Mcfly et Carlito,2025-03-28T15:30:03Z,PT1M1S,214585,8597,14,UCDPK_MTu3uTUFJXRVcTJcEw,24,fr
DdAh3RcGiig,Mastu révèle la vidéo secrète de McFly et Carlito 😳,"Mastu révèle enfin le contenu de la vidéo secrète de McFly et Carlito, je t’explique tout.

Depuis plusieurs années les deux youtubeurs montrent à de nombreuses autres célébrités une certaine vidéo qui à chaque fois choque tout le monde.

Domingo est resté sans voix, Pierre Niney refusait d’y croire, Amixem ne pouvait pas regarder, Thomas Deseur était mort de rire et Aminematue est lui resté longtemps choqué.

Mais alors que depuis désormais plusieurs  années les fans du duo se demandaient ce que cachaient cette vidéo secrète, Mastu a révélé un énorme indice qui a à priori permis aux internautes de deviner le contenu de ces images.

En effet alors qu’il était invité dans le dernier Déguvinons de McFly et Carlito, Mastu a exigé de voir cette fameuse vidéo secrète et déclaré que si en réalité il était juste écrit qu’il devait faire semblant d’être choqué il le dirait aux gens.

Mais juste après que Carlito lui ait montré son téléphone il a déclaré ‘Je ne peux pas faire ça’…

Puis McFly a sauté sur Mastu pour l’empêcher de parler et depuis pour de nombreux internautes tout cela confirme qu’il est bel et bien simplement écris sur l’écran qu’il faut surréagir.

#mcflyetcarlito #mastu #people #gossip",Le Zapp People,2025-12-31T11:00:26Z,PT1M1S,18941,190,5,UCV-Eybj4AIvHHTyMpmGx4WA,22,fr
